"MeasureName","State","ReportYear","Value"
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,23
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,26
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,4
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,33
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,19
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,6
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,21
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,40
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,16
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,37
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",2001,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,30
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,24
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,19
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,36
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,21
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,19
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,14
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,19
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,13
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,19
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","Ohio",2001,29
