"Indicator","Phase","State","Value","Year","Month"
"Symptoms of Depressive Disorder","1","Arkansas",30.2,"2020","Jul"
"Symptoms of Depressive Disorder","1","California",27.6,"2020","Jul"
"Symptoms of Depressive Disorder","1","Colorado",30,"2020","Jul"
"Symptoms of Depressive Disorder","1","Connecticut",26.3,"2020","Jul"
"Symptoms of Depressive Disorder","1","Delaware",22.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","District of Columbia",24.9,"2020","Jul"
"Symptoms of Depressive Disorder","1","Florida",27.9,"2020","Jul"
"Symptoms of Depressive Disorder","1","Georgia",27.1,"2020","Jul"
"Symptoms of Depressive Disorder","1","Hawaii",28.9,"2020","Jul"
"Symptoms of Depressive Disorder","1","Idaho",25.6,"2020","Jul"
"Symptoms of Depressive Disorder","1","Illinois",27.6,"2020","Jul"
"Symptoms of Depressive Disorder","1","Indiana",27.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","Iowa",17.5,"2020","Jul"
"Symptoms of Depressive Disorder","1","Kansas",21.5,"2020","Jul"
"Symptoms of Depressive Disorder","1","Kentucky",27.4,"2020","Jul"
"Symptoms of Depressive Disorder","1","Louisiana",33.5,"2020","Jul"
"Symptoms of Depressive Disorder","1","Maine",26.6,"2020","Jul"
"Symptoms of Depressive Disorder","1","Maryland",22.5,"2020","Jul"
"Symptoms of Depressive Disorder","1","Massachusetts",21.8,"2020","Jul"
"Symptoms of Depressive Disorder","1","Michigan",26.6,"2020","Jul"
"Symptoms of Depressive Disorder","1","Minnesota",20.9,"2020","Jul"
"Symptoms of Depressive Disorder","1","Mississippi",32,"2020","Jul"
"Symptoms of Depressive Disorder","1","Missouri",28.8,"2020","Jul"
"Symptoms of Depressive Disorder","1","Montana",23.8,"2020","Jul"
"Symptoms of Depressive Disorder","1","Nebraska",23.6,"2020","Jul"
"Symptoms of Depressive Disorder","1","Nevada",34.6,"2020","Jul"
"Symptoms of Depressive Disorder","1","New Hampshire",19.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","New Jersey",25.9,"2020","Jul"
"Symptoms of Depressive Disorder","1","New Mexico",32.5,"2020","Jul"
"Symptoms of Depressive Disorder","1","New York",28.5,"2020","Jul"
"Symptoms of Depressive Disorder","1","North Carolina",28.3,"2020","Jul"
"Symptoms of Depressive Disorder","1","North Dakota",23,"2020","Jul"
"Symptoms of Depressive Disorder","1","Ohio",25.6,"2020","Jul"
"Symptoms of Depressive Disorder","1","Oklahoma",29.4,"2020","Jul"
"Symptoms of Depressive Disorder","1","Oregon",29.9,"2020","Jul"
"Symptoms of Depressive Disorder","1","Pennsylvania",26,"2020","Jul"
"Symptoms of Depressive Disorder","1","Rhode Island",22.8,"2020","Jul"
"Symptoms of Depressive Disorder","1","South Carolina",29.3,"2020","Jul"
"Symptoms of Depressive Disorder","1","South Dakota",26.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","Tennessee",31.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","Texas",30.5,"2020","Jul"
"Symptoms of Depressive Disorder","1","Utah",25,"2020","Jul"
"Symptoms of Depressive Disorder","1","Vermont",22.2,"2020","Jul"
"Symptoms of Depressive Disorder","1","Virginia",29.5,"2020","Jul"
"Symptoms of Depressive Disorder","1","Washington",27.8,"2020","Jul"
"Symptoms of Depressive Disorder","1","West Virginia",24.2,"2020","Jul"
"Symptoms of Depressive Disorder","1","Wisconsin",24.6,"2020","Jul"
"Symptoms of Depressive Disorder","1","Wyoming",26.5,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Alabama",34.4,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Alaska",27.3,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Arizona",36.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Arkansas",34.7,"2020","Jul"
"Symptoms of Anxiety Disorder","1","California",32.9,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Colorado",35.4,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Connecticut",33.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Delaware",27.3,"2020","Jul"
"Symptoms of Anxiety Disorder","1","District of Columbia",35.2,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Florida",37.8,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Georgia",32.5,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Hawaii",34.2,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Idaho",32.7,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Illinois",35.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Indiana",34.8,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Iowa",29.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Kansas",32.3,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Kentucky",36.3,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Louisiana",38.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Maine",32.8,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Maryland",32.2,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Massachusetts",30.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Michigan",31.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Minnesota",27.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Mississippi",40.2,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Missouri",35.3,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Montana",31.7,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Nebraska",25.7,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Nevada",40.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","New Hampshire",32.5,"2020","Jul"
"Symptoms of Anxiety Disorder","1","New Jersey",33.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","New Mexico",38.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","New York",34.7,"2020","Jul"
"Symptoms of Anxiety Disorder","1","North Carolina",33.4,"2020","Jul"
"Symptoms of Anxiety Disorder","1","North Dakota",29.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Ohio",31.9,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Oklahoma",39.4,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Oregon",35.4,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Pennsylvania",33.2,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Rhode Island",31.4,"2020","Jul"
"Symptoms of Anxiety Disorder","1","South Carolina",31.4,"2020","Jul"
"Symptoms of Anxiety Disorder","1","South Dakota",31.3,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Tennessee",34.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Texas",36.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Utah",29.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Vermont",29.2,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Virginia",29.5,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Washington",37.5,"2020","Jul"
"Symptoms of Anxiety Disorder","1","West Virginia",31.9,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Wisconsin",30.7,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Wyoming",31.5,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Alabama",39.6,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Alaska",32.9,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Arizona",42.4,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Arkansas",41.2,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","California",39.4,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Colorado",42.4,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Connecticut",39,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Delaware",31.5,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","District of Columbia",37.8,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Florida",42,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Georgia",38,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Hawaii",37.1,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Idaho",37.7,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Illinois",39.4,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Indiana",39,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Iowa",31.6,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Kansas",35.8,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Kentucky",39.9,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Louisiana",44.8,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Maine",36.3,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Maryland",36.1,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Massachusetts",33.4,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Michigan",36.7,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Minnesota",31.1,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Mississippi",43.7,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Missouri",40.6,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Montana",34.3,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Nebraska",30.9,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Nevada",44.8,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","New Hampshire",35.7,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","New Jersey",38.2,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","New Mexico",43.3,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","New York",39.7,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","North Carolina",38.4,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","North Dakota",32.6,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Ohio",34.9,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Oklahoma",42.9,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Oregon",39.7,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Pennsylvania",37.2,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Rhode Island",34.8,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","South Carolina",38.6,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","South Dakota",35.2,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Tennessee",41.9,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Texas",41.6,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Utah",34.7,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Vermont",32.2,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Virginia",38.5,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Washington",42,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","West Virginia",34.6,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Wisconsin",34.1,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Wyoming",36,"2020","Jul"
"Symptoms of Depressive Disorder","1","Alabama",30.4,"2020","Jul"
"Symptoms of Depressive Disorder","1","Alaska",27.4,"2020","Jul"
"Symptoms of Depressive Disorder","1","Arizona",33.9,"2020","Jul"
"Symptoms of Depressive Disorder","1","Arkansas",34.8,"2020","Jul"
"Symptoms of Depressive Disorder","1","California",31.8,"2020","Jul"
"Symptoms of Depressive Disorder","1","Colorado",26.1,"2020","Jul"
"Symptoms of Depressive Disorder","1","Connecticut",26.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","Delaware",23.3,"2020","Jul"
"Symptoms of Depressive Disorder","1","District of Columbia",20.8,"2020","Jul"
"Symptoms of Depressive Disorder","1","Florida",31.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","Georgia",29,"2020","Jul"
"Symptoms of Depressive Disorder","1","Hawaii",28.3,"2020","Jul"
"Symptoms of Depressive Disorder","1","Idaho",27.5,"2020","Jul"
"Symptoms of Depressive Disorder","1","Illinois",23.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","Indiana",29.4,"2020","Jul"
"Symptoms of Depressive Disorder","1","Iowa",17.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","Kansas",24.8,"2020","Jul"
"Symptoms of Depressive Disorder","1","Kentucky",30.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","Louisiana",31.1,"2020","Jul"
"Symptoms of Depressive Disorder","1","Maine",22.4,"2020","Jul"
"Symptoms of Depressive Disorder","1","Maryland",22.2,"2020","Jul"
"Symptoms of Depressive Disorder","1","Massachusetts",23.8,"2020","Jul"
"Symptoms of Depressive Disorder","1","Michigan",23,"2020","Jul"
"Symptoms of Depressive Disorder","1","Minnesota",22,"2020","Jul"
"Symptoms of Depressive Disorder","1","Mississippi",36.1,"2020","Jul"
"Symptoms of Depressive Disorder","1","Missouri",25.8,"2020","Jul"
"Symptoms of Depressive Disorder","1","Montana",28.5,"2020","Jul"
"Symptoms of Depressive Disorder","1","Nebraska",26.4,"2020","Jul"
"Symptoms of Depressive Disorder","1","Nevada",33.3,"2020","Jul"
"Symptoms of Depressive Disorder","1","New Hampshire",28.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","New Jersey",28.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","New Mexico",30.1,"2020","Jul"
"Symptoms of Depressive Disorder","1","New York",25,"2020","Jul"
"Symptoms of Depressive Disorder","1","North Carolina",26.4,"2020","Jul"
"Symptoms of Depressive Disorder","1","North Dakota",25.2,"2020","Jul"
"Symptoms of Depressive Disorder","1","Ohio",21.2,"2020","Jul"
"Symptoms of Depressive Disorder","1","Oklahoma",30.8,"2020","Jul"
"Symptoms of Depressive Disorder","1","Oregon",31.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","Pennsylvania",27.5,"2020","Jul"
"Symptoms of Depressive Disorder","1","Rhode Island",31.1,"2020","Jul"
"Symptoms of Depressive Disorder","1","South Carolina",25.3,"2020","Jul"
"Symptoms of Depressive Disorder","1","South Dakota",24.1,"2020","Jul"
"Symptoms of Depressive Disorder","1","Tennessee",31.4,"2020","Jul"
"Symptoms of Depressive Disorder","1","Texas",32.2,"2020","Jul"
"Symptoms of Depressive Disorder","1","Utah",24.2,"2020","Jul"
"Symptoms of Depressive Disorder","1","Vermont",20.7,"2020","Jul"
"Symptoms of Depressive Disorder","1","Virginia",24,"2020","Jul"
"Symptoms of Depressive Disorder","1","Washington",27.2,"2020","Jul"
"Symptoms of Depressive Disorder","1","West Virginia",29.4,"2020","Jul"
"Symptoms of Depressive Disorder","1","Wisconsin",24.6,"2020","Jul"
"Symptoms of Depressive Disorder","1","Wyoming",21.7,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Alabama",34.9,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Alaska",35.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Arizona",39.9,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Arkansas",40,"2020","Jul"
"Symptoms of Anxiety Disorder","1","California",39.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Colorado",35.2,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Connecticut",31,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Delaware",31,"2020","Jul"
"Symptoms of Anxiety Disorder","1","District of Columbia",23.8,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Florida",39,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Georgia",37.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Hawaii",31.4,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Idaho",32.4,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Illinois",28.9,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Indiana",36.8,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Iowa",25.2,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Kansas",28.8,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Kentucky",37.8,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Louisiana",40.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Maine",26.9,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Maryland",29.9,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Massachusetts",34.2,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Michigan",31.7,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Minnesota",27.5,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Mississippi",38,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Missouri",35.3,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Montana",35.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Nebraska",31.3,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Nevada",42.8,"2020","Jul"
"Symptoms of Anxiety Disorder","1","New Hampshire",28.9,"2020","Jul"
"Symptoms of Anxiety Disorder","1","New Jersey",37.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","New Mexico",38.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","New York",34.2,"2020","Jul"
"Symptoms of Anxiety Disorder","1","North Carolina",34,"2020","Jul"
"Symptoms of Anxiety Disorder","1","North Dakota",30.5,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Ohio",31.7,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Oklahoma",40.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Oregon",38.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Pennsylvania",34.2,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Rhode Island",36.5,"2020","Jul"
"Symptoms of Anxiety Disorder","1","South Carolina",30.7,"2020","Jul"
"Symptoms of Anxiety Disorder","1","South Dakota",32.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Tennessee",38.2,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Texas",40.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Utah",29.5,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Vermont",33.4,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Virginia",32.6,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Washington",35.7,"2020","Jul"
"Symptoms of Anxiety Disorder","1","West Virginia",36.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Wisconsin",31.1,"2020","Jul"
"Symptoms of Anxiety Disorder","1","Wyoming",29.4,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Alabama",40.1,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Alaska",39.6,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Arizona",44.2,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Arkansas",45.1,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","California",44.5,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Colorado",39.2,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Connecticut",35.7,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Delaware",34.4,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","District of Columbia",28,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Florida",43.6,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Georgia",43.6,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Hawaii",36.7,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Idaho",37.3,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Illinois",34,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Indiana",40.7,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Iowa",28.9,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Kansas",35.2,"2020","Jul"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Kentucky",42.2,"2020","Jul"
